crsyr1,origin_loc,cross_loc,us_loc
1980,"Sahuayo, Michoacán","Nuevo Laredo, Tamaulipas","Houston, TX "
1971,Michoacán,"Mexicali, Baja California del Norte","Chicago, IL "
1971,"Los Reyes, Michoacán",", Coahuila de Zaragoza","Gary, IN "
1968,Michoacán,"Nuevo Laredo, Tamaulipas",
1972,", Hidalgo","Tecate, Baja California del Norte","San Jose, CA "
1979,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Michoacán,"Tijuana, Baja California del Norte","Fresno, CA "
1985,"Xalpatláhuac, Jalisco","Tijuana, Baja California del Norte","New York, NY "
1974,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Ventura, CA "
1975,Michoacán,"Tijuana, Baja California del Norte","Fresno, CA "
1979,Michoacán,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1979,"Venustiano Carranza, Michoacán","Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1979,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1945,Michoacán,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
1982,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Michoacán,"Tijuana, Baja California del Norte",
1988,Michoacán,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,Michoacán,"Nuevo Laredo, Tamaulipas",
1964,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1984,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,"Atotonilco El Alto, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1973,Michoacán,"Nuevo Laredo, Tamaulipas",
1987,"Jacona, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,"Chavinda, Michoacán","Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
1973,Michoacán,"Tijuana, Baja California del Norte","San Francisco, CA "
1979,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1946,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1957,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,Michoacán,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1970,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1980,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1935,"Ixtlán, Michoacán","Matamoros, Tamaulipas","Ventura, CA "
1974,"Pajacuarán, Michoacán",", Coahuila de Zaragoza","Los Angeles-Long Beach, CA "
1982,"Atotonilco El Alto, Jalisco","Tijuana, Baja California del Norte","Fresno, CA "
1974,"Ario, Michoacán","Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1976,"Ario, Michoacán","Tijuana, Baja California del Norte","Fresno, CA "
1976,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1981,"Panindícuaro, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,"Apatzingán, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,"Ario, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,"Apatzingán, Michoacán","Reynosa, Tamaulipas","Houston, TX "
1977,"Senguio, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1968,"Salvador Escalante, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1973,Michoacán,"Mexicali, Baja California del Norte","Fresno, CA "
1980,Michoacán,"Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX "
1978,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1978,Michoacán,"Tijuana, Baja California del Norte","Chicago, IL "
1978,"Concepción del Oro, Zacatecas","Tijuana, Baja California del Norte",
1974,"Tepalcatepec, Michoacán","Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1950,Michoacán,"Mexicali, Baja California del Norte","Fresno, CA "
1986,Michoacán,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1973,"Zamora, Michoacán","Nuevo Laredo, Tamaulipas","San Diego, CA "
1948,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte","San Diego, CA "
1979,"Peribán, Michoacán","Tijuana, Baja California del Norte","Ventura, CA "
1966,Michoacán,"Tijuana, Baja California del Norte",
1948,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","San Diego, CA "
1975,"Buenavista, Michoacán","Tijuana, Baja California del Norte","San Diego, CA "
1954,,"Tijuana, Baja California del Norte",
1976,Michoacán,"San Luis Río Colorado, Sonora","Vallejo-Fairfield-Napa, CA "
1974,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,"San Luis Potosí, San Luis Potosí","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,"Peribán, Michoacán","Juárez, Chihuahua","Sacramento, CA "
1982,"Cotija, Michoacán","Tijuana, Baja California del Norte","San Diego, CA "
1972,"Apatzingán, Michoacán","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1972,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1980,"Aguililla, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,"Lázaro Cárdenas, Michoacán","Tijuana, Baja California del Norte",
1950,Michoacán,"Camargo, Tamaulipas",
1983,Michoacán,"Tijuana, Baja California del Norte","San Diego, CA "
1981,"Peribán, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,"Cotija, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,"Taretan, Michoacán","Tijuana, Baja California del Norte","San Francisco, CA "
1985,"Zamora, Michoacán","Tijuana, Baja California del Norte","Orange County, CA "
1967,"Aguascalientes, Aguascalientes","Tijuana, Baja California del Norte","Fresno, CA "
1977,,"Tijuana, Baja California del Norte",
1978,"Ensenada, Baja California del Norte","Tijuana, Baja California del Norte",
1976,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","San Francisco, CA "
1973,,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1980,"Tanhuato, Michoacán","Tijuana, Baja California del Norte",
1986,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,"Peribán, Michoacán","Tijuana, Baja California del Norte","Fresno, CA "
1966,"Salvador Escalante, Michoacán","Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA "
1974,Michoacán,"Tijuana, Baja California del Norte","Bakersfield, CA "
1982,"Ocampo, Michoacán","Nuevo Laredo, Tamaulipas","Beaumont-Port Arthur, TX "
1980,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Orange County, CA "
1969,"Apatzingán, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1969,Michoacán,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1977,Michoacán,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1980,", Zacatecas","Tijuana, Baja California del Norte","Ventura, CA "
1976,"Pajacuarán, Michoacán","Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1975,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Sacramento, CA "
1975,Michoacán,"Tijuana, Baja California del Norte","San Francisco, CA "
1979,"Zamora, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1972,Michoacán,"Tijuana, Baja California del Norte","Sacramento, CA "
1978,Michoacán,"Tijuana, Baja California del Norte",
1971,Michoacán,"Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
1952,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
1969,"Zamora, Michoacán","Tijuana, Baja California del Norte","Merced, CA "
1970,Michoacán,"Tecate, Baja California del Norte","Ventura, CA "
1946,"Zamora, Michoacán","Mexicali, Baja California del Norte",
1953,Michoacán,"Mexicali, Baja California del Norte",
1951,"Zamora, Michoacán","Tijuana, Baja California del Norte","Fresno, CA "
1979,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1983,Michoacán,"Tijuana, Baja California del Norte","Merced, CA "
1980,Michoacán,"San Luis Río Colorado, Sonora",
1978,"Gómez Palacio, Durango","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,"Zamora, Michoacán","Mexicali, Baja California del Norte","Santa Cruz-Watsonville, CA "
1949,"Torreón, Coahuila de Zaragoza","Mexicali, Baja California del Norte","Bakersfield, CA "
1969,"Mexicali, Baja California del Norte","Tecate, Baja California del Norte","Riverside-San Bernardino, CA "
1975,Michoacán,"Tijuana, Baja California del Norte",
1972,Michoacán,"Tijuana, Baja California del Norte","Orange County, CA "
1973,"Caborca, Sonora","Juárez, Chihuahua",
1967,Michoacán,"Mexicali, Baja California del Norte","Merced, CA "
1984,"Apatzingán, Michoacán","Nuevo Laredo, Tamaulipas","New York, NY "
1949,Michoacán,"Mexicali, Baja California del Norte",
1951,", Oaxaca","Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1950,Michoacán,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1985,Michoacán,"Tijuana, Baja California del Norte",
9999,Michoacán,"Mexicali, Baja California del Norte",
1975,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1970,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1962,Michoacán,"Mexicali, Baja California del Norte","Ventura, CA "
1970,Michoacán,"Tijuana, Baja California del Norte","Orange County, CA "
1960,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA "
1962,Michoacán,"Tijuana, Baja California del Norte","Orange County, CA "
1982,"Zamora, Michoacán","Tecate, Baja California del Norte","Orange County, CA "
1977,Michoacán,"Tijuana, Baja California del Norte",
1983,Michoacán,"Tijuana, Baja California del Norte",
1955,Michoacán,"Tijuana, Baja California del Norte",
1979,"Zamora, Michoacán","Tijuana, Baja California del Norte","Ventura, CA "
1949,Michoacán,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
1969,"Ensenada, Baja California del Norte","Tijuana, Baja California del Norte","Orange County, CA "
1990,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","San Jose, CA "
1973,"La Yesca, Nayarit","Tijuana, Baja California del Norte","Sacramento, CA "
1977,"La Yesca, Nayarit","Tijuana, Baja California del Norte","Chicago, IL "
1960,"Moyahua de Estrada, Zacatecas","Mexicali, Baja California del Norte",
1979,", Zacatecas","Tijuana, Baja California del Norte",
1973,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,"Eduardo Neri, Jalisco","Tijuana, Baja California del Norte",
1981,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte",
1976,Nayarit,"Tijuana, Baja California del Norte","Sacramento, CA "
1975,"La Paz, Baja California del Sur","Tijuana, Baja California del Norte",
1977,"La Yesca, Nayarit","Tecate, Baja California del Norte","Riverside-San Bernardino, CA "
1975,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,"Cajeme, Sonora","Tijuana, Baja California del Norte",
1982,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,"Acaponeta, Nayarit","Tijuana, Baja California del Norte",
1986,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Nayarit,"Tijuana, Baja California del Norte","Las Vegas, NV-AZ "
1982,,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1969,,"Tecate, Baja California del Norte","San Jose, CA "
1975,"Mexicali, Baja California del Norte","Nogales, Sonora","Los Angeles-Long Beach, CA "
1976,"Jala, Nayarit","Tijuana, Baja California del Norte",
1986,"Tepic, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,Nayarit,"Tijuana, Baja California del Norte","Las Vegas, NV-AZ "
1990,"Santiago Ixcuintla, Nayarit","Tijuana, Baja California del Norte","Las Vegas, NV-AZ "
1970,"Santa María del Oro, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,"Tepic, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1978,,"Tijuana, Baja California del Norte","Sacramento, CA "
1980,"La Yesca, Nayarit","Agua Prieta, Sonora","San Jose, CA "
1977,"Compostela, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,"Guaymas, Sonora","Nogales, Sonora","Santa Barbara-Santa Maria-Lompoc, CA "
1984,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,"La Yesca, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,"Santiago Ixcuintla, Nayarit","Nuevo Laredo, Tamaulipas","Santa Cruz-Watsonville, CA "
1976,"Tijuana, Baja California del Norte","Tecate, Baja California del Norte","Bakersfield, CA "
1984,"Santiago Ixcuintla, Nayarit","Tijuana, Baja California del Norte","San Diego, CA "
1982,"La Paz, Baja California del Sur","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,", Zacatecas","Tijuana, Baja California del Norte",
1977,", México","Tijuana, Baja California del Norte",
1985,Nayarit,"Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
1972,", Zacatecas","Tecate, Baja California del Norte",
1984,"Ahuacatlán, Nayarit","Mexicali, Baja California del Norte",
1979,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,"Compostela, Nayarit","Tijuana, Baja California del Norte",
1984,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte",
1967,Baja California del Norte,"Mexicali, Baja California del Norte",
1971,"Tepic, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1965,Nayarit,"Tijuana, Baja California del Norte",
1971,Nayarit,"San Luis Río Colorado, Sonora",
1967,Nayarit,"Mexicali, Baja California del Norte","Fresno, CA "
1970,"Tepic, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA "
1950,"Autlán de Navarro, Jalisco","San Luis Río Colorado, Sonora",
1988,"Morelia, Michoacán","Tijuana, Baja California del Norte",
1985,,"Tijuana, Baja California del Norte","San Diego, CA "
1980,Nayarit,"Tecate, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Nayarit,"Nogales, Sonora","San Jose, CA "
1980,"Tepic, Nayarit","Tijuana, Baja California del Norte",
1982,"Cuautitlán García Barragán, Jalisco","Tijuana, Baja California del Norte","Merced, CA "
1988,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1945,"Ixtlán del Río, Nayarit","Mexicali, Baja California del Norte","Sacramento, CA "
1983,"Ixtlán del Río, Nayarit","Tijuana, Baja California del Norte","Orange County, CA "
1982,"Amatlán de Cañas, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA "
1978,,"Tijuana, Baja California del Norte",
1961,,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
1990,,"Tijuana, Baja California del Norte","Orange County, CA "
1981,Nayarit,"Tijuana, Baja California del Norte","Merced, CA "
1970,"Tepalcatepec, Michoacán","Tecate, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA "
1960,"Cabo Corrientes, Jalisco","Tijuana, Baja California del Norte","Fresno, CA "
1980,Nayarit,"Tijuana, Baja California del Norte","Chicago, IL "
1966,"Tepic, Nayarit","Mexicali, Baja California del Norte","Sacramento, CA "
1985,Nayarit,"Nogales, Sonora",
1976,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA "
1978,"Santa María del Oro, Nayarit","Tijuana, Baja California del Norte","Orange County, CA "
1976,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA "
1984,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,"Morelia, Michoacán","Tijuana, Baja California del Norte","Orange County, CA "
1947,,"Mexicali, Baja California del Norte","San Jose, CA "
1954,"Tuxpan, Nayarit","Mexicali, Baja California del Norte","San Diego, CA "
1989,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA "
1982,"Cajeme, Sonora","Tijuana, Baja California del Norte",
1973,Nayarit,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1986,Nayarit,"Tijuana, Baja California del Norte",
